site_id,lat,lon,c_j
J350,37.3891996449782,-122.0659554014378,50000
J351,37.389794734379294,-122.06565680965001,50000
J352,37.430271293897476,-122.09812233323144,50000
J353,37.408405500023534,-122.09831839995705,50000
J354,37.40856669862604,-122.09798786111935,50000
J355,37.40929712181405,-122.09791756830278,50000
J356,37.369609570005004,-122.07289408898943,50000
J357,37.43186856818937,-122.09576592699506,50000
J358,37.43001384555517,-122.09551007846247,50000
J359,37.42874168325099,-122.09593054581259,50000
J360,37.426974510951915,-122.09448180336923,50000
J361,37.42659807517293,-122.09375708528951,50000
J362,37.41854630079252,-122.09082046373571,50000
J363,37.419180408537045,-122.09136021962183,50000
J364,37.41910484837826,-122.09256479863932,50000
J365,37.41927812540203,-122.09209061732447,50000
J366,37.41833126225556,-122.09122949147948,50000
J367,37.398855173357695,-122.09493973805222,50000
J368,37.394370881602725,-122.08306195859377,50000
J369,37.396413360604875,-122.0957811198377,50000
J370,37.395963289750455,-122.09605286138228,50000
J371,37.39621767985791,-122.09651416856796,50000
J372,37.395834189076325,-122.09563653376293,50000
J373,37.39622529999413,-122.09538300012022,50000
J374,37.418525584481884,-122.08970020334196,50000
J375,37.41809151804329,-122.08940761549302,50000
J376,37.41785639843603,-122.08945432738741,50000
J377,37.395904415884736,-122.08007235296864,50000
J378,37.39990530453757,-122.074169627222,50000
J379,37.37890791185287,-122.0827803950039,50000
J380,37.37907705118888,-122.08146167214588,50000
J381,37.39888480652519,-122.07584030107321,50000
J382,37.40261946273753,-122.09813238958043,50000
J383,37.43127611148256,-122.09751594558948,50000
J384,37.431820528562476,-122.09781454834362,50000
J385,37.42982667988973,-122.09739406886531,50000
J386,37.430437297077184,-122.09672125714403,50000
J387,37.43063432726236,-122.09668245251935,50000
J388,37.42921533777226,-122.09708191503675,50000
J389,37.43126533726446,-122.09683384949548,50000
J390,37.400350781495206,-122.09976570896009,50000
J391,37.418523473852886,-122.07256738512493,50000
J392,37.418141790111825,-122.07201968677606,50000
J393,37.42271138573631,-122.085103921133,50000
J394,37.401053696112214,-122.04684137404819,50000
J395,37.40195007581848,-122.04744044673244,50000
J396,37.40282707658504,-122.04806421330379,50000
J397,37.37969476662705,-122.07284217604413,50000
J398,37.40135940010756,-122.04724394992363,50000
J399,37.40222221462724,-122.04781770944321,50000
J400,37.40238396840345,-122.0477614338277,50000
J401,37.414517741843646,-122.08884227909142,50000
J402,37.41471952889034,-122.08792290471506,50000
J403,37.41457056123341,-122.08692503269633,50000
J404,37.41371579351819,-122.08693005533164,50000
J405,37.41374140399362,-122.0875285976524,50000
J406,37.41397275310331,-122.08761777474508,50000
J407,37.38796120221427,-122.08784656678637,50000
J408,37.388336270208335,-122.08977710930787,50000
J409,37.38779625670645,-122.08890035452094,50000
J410,37.38766498441557,-122.08944845555138,50000
J411,37.41368876182995,-122.08799263865437,50000
