site_id,lat,lon,tier
J634,37.40871556815869,-122.10967321315711,3
J635,37.40816287830001,-122.1088980714483,3
J636,37.40900002911957,-122.10996038754382,3
J637,37.407596400948485,-122.11216013685136,3
J638,37.408026602399545,-122.11159696519681,3
J639,37.40459889320979,-122.1164612025161,3
J640,37.406362150940794,-122.11078777662564,3
J641,37.398172250010994,-122.10579085004605,3
J642,37.390527174046134,-122.09403801301511,3
J643,37.39261826356768,-122.09687140825532,3
J644,37.39279429559155,-122.09695707020929,3
J645,37.39341935450591,-122.09758601341605,3
J646,37.39204319729724,-122.09619296946335,3
J647,37.391759250000675,-122.09711230001777,3
J648,37.39157174289664,-122.09619239475609,3
J649,37.39157860565198,-122.09676363208177,3
J650,37.3912339799277,-122.09639464743651,3
J651,37.390354084727534,-122.09662765814086,3
J652,37.39097188825063,-122.0960968032705,3
J653,37.393330901495524,-122.09596286192263,3
J654,37.3931222499775,-122.09592720013706,3
J655,37.392364300082434,-122.09606677034313,3
J656,37.38904252518199,-122.09554472242738,3
J657,37.38895398329456,-122.09483863306323,3
J658,37.38939418821161,-122.09506763048445,3
J659,37.38935941598228,-122.09558955487348,3
J660,37.39969795877383,-122.10742507707842,4
J661,37.3982577083401,-122.10699285559532,3
J662,37.39780997573778,-122.10582160720097,3
J663,37.39749325000899,-122.10518300001463,3
J664,37.39780287418252,-122.10512249230143,3
J665,37.40050591345268,-122.10252767410462,3
J666,37.40342090008332,-122.10120679992663,3
J667,37.41981299134972,-122.07109448116161,3
J668,37.419750817706266,-122.07025556283995,3
J669,37.43354780023262,-122.09828147488726,3
J670,37.432486214693164,-122.09814601595858,3
J671,37.43257877239463,-122.10002197469554,3
J672,37.432285815803525,-122.09728460023895,3
J673,37.43314021905452,-122.09718006081832,3
J674,37.4326698046817,-122.09693692574596,3
J675,37.43287971237626,-122.09885062181202,3
J676,37.4333231648457,-122.09880952684101,3
J677,37.433057870079445,-122.09837212313205,3
J678,37.43312368286158,-122.09927649811898,3
J679,37.4211634326791,-122.06381457532027,3
J680,37.421464058786206,-122.06447132500097,3
J681,37.42184065857044,-122.0648467244104,3
J682,37.42959373809319,-122.09911224596021,3
J683,37.42921219995752,-122.09855084993531,3
J684,37.42895316986836,-122.09865738785258,3
J685,37.42825905014018,-122.09846335004204,3
J686,37.42852917015712,-122.09903212946489,3
J687,37.428666539758325,-122.09975717569475,3
J688,37.42804758866974,-122.09950711482199,3
J689,37.42796141607618,-122.09857065888819,3
J690,37.426316529423396,-122.09774898997853,3
J691,37.42517252979517,-122.09712582530508,3
J692,37.42556589364947,-122.09778681394167,3
J693,37.41827175348457,-122.08412929953327,4
J694,37.40239966215836,-122.07774977023199,3
J695,37.40175114268422,-122.07771341664137,3
J696,37.40147860974677,-122.07716346368407,3
J697,37.411047720631665,-122.08801110096863,3
J698,37.37270114696196,-122.0887738384035,3
J699,37.37162384411592,-122.0886528626862,3
J700,37.371409101248005,-122.08791297536969,3
J701,37.39537387252127,-122.06979371040435,3
J702,37.39564244549528,-122.07014341803256,3
J703,37.39604484848126,-122.07160070563225,3
J704,37.39726140083845,-122.07112959077847,3
J705,37.39671380780923,-122.06964881489938,3
J706,37.396980059211195,-122.0733490587221,3
J707,37.39707749861598,-122.07170561053371,3
J708,37.39845971735705,-122.0747131861567,3
J709,37.367343241674966,-122.0863018252028,3
J710,37.367211050003924,-122.08633000000006,3
J711,37.36672767482417,-122.0859316868238,3
J712,37.37676379680138,-122.07514483541961,3
J713,37.377278453236734,-122.07473668124315,3
J714,37.37768309637122,-122.07478761039235,3
J715,37.37047361506363,-122.08444624672875,3
J716,37.36795637032989,-122.08499871050498,3
J717,37.388018421442304,-122.07364160348298,3
J718,37.388150691741565,-122.0733910881724,3
J719,37.3911999441799,-122.07347175471578,3
J720,37.39076109275726,-122.07372624984154,3
J721,37.3910622000325,-122.07382244997245,3
J722,37.390995627130806,-122.07412177241804,3
J723,37.390831120219296,-122.07173679171765,3
J724,37.39200275002084,-122.07274155001667,3
J725,37.39201329617324,-122.07045027138011,3
J726,37.393005676834164,-122.07288053150911,3
J727,37.39284129880058,-122.07717057191694,3
J728,37.39369916323929,-122.07760282593296,3
J729,37.39511249879559,-122.08143517731607,3
J730,37.37791355011771,-122.07392936669122,3
J731,37.380309499998724,-122.07369750006215,3
J732,37.37996431212322,-122.07374990682553,3
J733,37.37819840235675,-122.0712564172687,3
J734,37.38031800904251,-122.06989140928539,3
J735,37.37979489575255,-122.07035809069062,3
J736,37.37948936001261,-122.07029708692801,3
J737,37.379636045395515,-122.07001391014472,3
J738,37.379709547484715,-122.07069073211623,3
J739,37.37988989826253,-122.0711328145193,3
J740,37.38000451109788,-122.07069377253536,3
J741,37.38092470010455,-122.07010599982762,3
J742,37.38092723210455,-122.07354241415997,3
J743,37.38124820467737,-122.07387603828326,3
J744,37.381584417671135,-122.07355789614057,3
J745,37.38121387306165,-122.07314785664204,3
J746,37.381922986507426,-122.07535500469973,3
J747,37.38165128696857,-122.07492254599296,3
J748,37.381576460746885,-122.07468779315602,3
J749,37.38219680618127,-122.07545396629915,3
J750,37.38224751404856,-122.07587616237718,3
J751,37.38959082782462,-122.08405824963495,3
J752,37.36028657384245,-122.06458543042241,3
J753,37.38900423894003,-122.08290767563203,3
J754,37.40647202888241,-122.06421858287057,3
J755,37.40600693116693,-122.06522297109423,3
J756,37.3976491773953,-122.10562025970117,3
J757,37.3979396602504,-122.1054985530234,3
J758,37.408245395207445,-122.07773906291858,3
J759,37.40821089239657,-122.0778769858025,3
J760,37.38508656760059,-122.08187504385928,3
J761,37.385237500062196,-122.08222234996215,3
J762,37.38319561737819,-122.0779567948973,3
J763,37.38299595000213,-122.07763075006676,3
J764,37.4107653608784,-122.08425923013546,3
J765,37.411492635710864,-122.08399525311209,3
J766,37.41193361579536,-122.08435645027444,3
J767,37.372478601218425,-122.07888927143304,3
J768,37.37178226418136,-122.07821784502245,3
J769,37.372408302729774,-122.07865699661973,3
J770,37.372986248905,-122.07822668171335,3
J771,37.37524062695825,-122.07482739699408,3
J772,37.375073915448084,-122.07563459661328,3
J773,37.37346880669927,-122.07724038780975,3
J774,37.372012245330154,-122.0782374889491,3
J775,37.37000932692448,-122.08362290275372,3
J776,37.3683343155521,-122.08196742341971,3
J777,37.36839033797685,-122.08261039484968,3
J778,37.36687504456329,-122.07842280750063,3
J779,37.366350181105474,-122.0786376173909,3
J780,37.36653136402134,-122.07965186947666,3
J781,37.36692722494881,-122.07880150628507,3
J782,37.366879344917166,-122.07992288715948,3
J783,37.3669665234816,-122.08058944512173,3
J784,37.36694294120333,-122.08180741030665,3
J785,37.366761753282795,-122.08314323431787,3
J786,37.36681065147044,-122.08253997887496,3
J787,37.36680089356991,-122.08373921770347,3
J788,37.366753787373014,-122.0844225894179,3
J789,37.367248305556565,-122.08504687736297,3
J790,37.39384960015731,-122.06726419987655,3
J791,37.39330260363735,-122.06739580998818,3
