site_id,lat,lon,tier
J60,37.40050694903162,-122.09782709614196,3
J61,37.37607198122853,-122.06561713676727,4
J62,37.39161568218021,-122.0792484980955,3
J63,37.39408671823578,-122.08108694193385,3
J64,37.43250223766161,-122.08755277346737,3
J65,37.372349622483824,-122.08775370634105,3
J66,37.43174969778464,-122.08361015643611,3
J67,37.426726887031116,-122.07023500134345,3
J68,37.4242080748814,-122.07890933823258,3
J69,37.42525687262078,-122.07144263530101,3
J70,37.427899089443976,-122.07136911496261,3
J71,37.408708536085754,-122.06452987306731,3
J72,37.39644069578007,-122.10117321888859,3
J73,37.39585491779164,-122.09929381179245,5
J74,37.394365615595426,-122.09623197021475,3
J75,37.394028954963105,-122.09561671286187,3
J76,37.394382183432555,-122.0954408976305,3
J77,37.39606252152276,-122.10136785477206,3
J78,37.3964241737344,-122.10231537628859,3
J79,37.39453316266187,-122.05420108665398,3
J80,37.39851254321449,-122.05611191928251,3
J81,37.397180415142884,-122.05225169960126,3
J82,37.39734607109,-122.05483560237921,3
J83,37.40368178367682,-122.05575405696815,3
J84,37.402309318141356,-122.0558407672822,3
J85,37.40005923603336,-122.04811429529752,4
J86,37.40293484780956,-122.06660007911546,5
J87,37.39228538688862,-122.0778181914463,3
J88,37.422453420185,-122.09699550640681,3
J89,37.421363698297164,-122.09963277574211,3
J90,37.42015424075492,-122.09461561094312,3
J91,37.42036139080086,-122.09875886829523,5
J92,37.41860701422786,-122.09913176286425,5
J93,37.42141751038891,-122.09748470092411,3
J94,37.42060085508597,-122.09753969847378,5
J95,37.420528080547875,-122.09321363094668,5
J96,37.41999997229448,-122.0983976454761,3
J97,37.41987487484991,-122.0975469862737,3
J98,37.4242076339408,-122.0978462773209,3
J99,37.4210123341972,-122.10072874373711,5
J100,37.41427148447168,-122.09319318261747,3
J101,37.41411300765847,-122.08957073737585,5
J102,37.4225973111463,-122.08894023454259,5
J103,37.4232150666087,-122.08867359148064,5
J104,37.41829081713823,-122.09025114895086,5
J105,37.41785373816101,-122.0917860031524,5
J106,37.418611048105234,-122.09184883647465,3
J107,37.42078530860246,-122.09113613867964,5
